age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,income_encoded
54,Federal-gov,Masters,11,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,8,England,<=50K,0
26,Never-worked,HS-grad,2,Married-AF-spouse,Handlers-cleaners,Wife,Other,Female,78,Greece,<=50K,0
35,Without-pay,HS-grad,8,Married-spouse-absent,Sales,Wife,Asian-Pac-Islander,Female,32,Germany,<=50K,0
73,Federal-gov,5th-6th,10,Married-spouse-absent,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,95,China,<=50K,0
76,Federal-gov,Preschool,8,Widowed,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,61,Japan,<=50K,0
38,Self-emp-not-inc,5th-6th,13,Divorced,Exec-managerial,Not-in-family,Black,Male,87,Japan,<=50K,0
19,Never-worked,Prof-school,14,Married-civ-spouse,Transport-moving,Own-child,Asian-Pac-Islander,Male,1,Italy,<=50K,0
78,Private,9th,5,Married-AF-spouse,Farming-fishing,Other-relative,Other,Female,31,Italy,<=50K,0
75,Federal-gov,Doctorate,6,Married-civ-spouse,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,71,Japan,<=50K,0
60,Self-emp-inc,Doctorate,2,Married-AF-spouse,Tech-support,Own-child,White,Male,15,Iran,<=50K,0
76,Without-pay,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Female,70,Italy,<=50K,0
77,Without-pay,7th-8th,12,Divorced,Adm-clerical,Unmarried,Other,Male,16,Mexico,<=50K,0
55,Federal-gov,Preschool,9,Married-AF-spouse,Craft-repair,Wife,Black,Male,78,Cambodia,<=50K,0
75,Self-emp-inc,5th-6th,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,81,England,<=50K,0
57,State-gov,Prof-school,6,Separated,Transport-moving,Not-in-family,Black,Male,74,Mexico,<=50K,0
53,?,Bachelors,12,Married-spouse-absent,Priv-house-serv,Other-relative,Asian-Pac-Islander,Male,93,South,<=50K,0
67,?,HS-grad,9,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,72,United-States,<=50K,0
77,?,Assoc-acdm,11,Married-spouse-absent,Adm-clerical,Wife,Asian-Pac-Islander,Male,57,Canada,<=50K,0
60,Self-emp-not-inc,Assoc-acdm,10,Married-AF-spouse,Other-service,Husband,White,Male,11,England,<=50K,0
54,Without-pay,7th-8th,3,Married-spouse-absent,Craft-repair,Husband,White,Female,18,India,<=50K,0
32,Local-gov,12th,6,Widowed,Handlers-cleaners,Wife,Black,Male,45,Jamaica,<=50K,0
45,Local-gov,10th,10,Married-spouse-absent,Priv-house-serv,Wife,Black,Female,20,Philippines,<=50K,0
35,Self-emp-not-inc,Prof-school,5,Separated,Adm-clerical,Other-relative,Other,Female,80,Philippines,<=50K,0
51,Federal-gov,Prof-school,9,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,91,Philippines,<=50K,0
39,Never-worked,Assoc-acdm,13,Married-civ-spouse,Protective-serv,Wife,Amer-Indian-Eskimo,Female,87,United-States,<=50K,0
28,Never-worked,Masters,10,Married-AF-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,14,Jamaica,<=50K,0
75,?,Assoc-acdm,15,Married-spouse-absent,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,76,England,<=50K,0
74,Never-worked,11th,1,Married-civ-spouse,Handlers-cleaners,Wife,Other,Female,27,Iran,<=50K,0
30,Federal-gov,Assoc-acdm,9,Married-civ-spouse,Protective-serv,Unmarried,Black,Female,77,Italy,<=50K,0
21,State-gov,9th,5,Separated,Protective-serv,Other-relative,White,Male,80,Jamaica,<=50K,0
39,Self-emp-not-inc,1st-4th,1,Widowed,Other-service,Other-relative,Other,Female,97,England,<=50K,0
24,State-gov,Assoc-acdm,10,Married-civ-spouse,Transport-moving,Not-in-family,Other,Male,88,Vietnam,<=50K,0
78,Without-pay,Preschool,8,Widowed,Other-service,Own-child,Asian-Pac-Islander,Male,76,Italy,<=50K,0
60,Never-worked,Preschool,7,Married-spouse-absent,Machine-op-inspct,Other-relative,Black,Male,9,Jamaica,<=50K,0
71,?,1st-4th,14,Married-AF-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,13,United-States,<=50K,0
41,Self-emp-not-inc,Preschool,6,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,45,Jamaica,<=50K,0
21,?,Masters,2,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,8,Canada,<=50K,0
45,Never-worked,Prof-school,5,Married-AF-spouse,Adm-clerical,Other-relative,Other,Female,56,Cuba,<=50K,0
32,Private,11th,3,Married-AF-spouse,Other-service,Wife,White,Female,82,Vietnam,<=50K,0
18,Never-worked,Bachelors,2,Married-AF-spouse,Priv-house-serv,Unmarried,Black,Female,91,Vietnam,<=50K,0
72,Self-emp-not-inc,Prof-school,14,Married-spouse-absent,Other-service,Own-child,White,Female,97,United-States,<=50K,0
20,Local-gov,Assoc-acdm,10,Separated,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,7,England,<=50K,0
31,Self-emp-not-inc,Doctorate,1,Divorced,Transport-moving,Unmarried,White,Female,77,United-States,<=50K,0
55,Self-emp-inc,Assoc-acdm,9,Never-married,Prof-specialty,Husband,Other,Female,15,Poland,<=50K,0
67,Never-worked,Doctorate,2,Married-civ-spouse,Transport-moving,Unmarried,Asian-Pac-Islander,Male,98,Greece,<=50K,0
74,Self-emp-inc,Assoc-acdm,13,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,56,Canada,<=50K,0
18,Local-gov,11th,11,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,84,Canada,<=50K,0
55,Federal-gov,5th-6th,1,Widowed,Armed-Forces,Husband,White,Male,56,China,<=50K,0
55,Federal-gov,HS-grad,14,Divorced,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,37,Poland,<=50K,0
38,Without-pay,5th-6th,7,Married-AF-spouse,Other-service,Wife,White,Female,64,Mexico,<=50K,0
65,State-gov,11th,9,Married-AF-spouse,Protective-serv,Other-relative,Black,Male,17,Canada,<=50K,0
46,Local-gov,Some-college,6,Widowed,Machine-op-inspct,Unmarried,Other,Female,93,Cuba,<=50K,0
22,Self-emp-not-inc,9th,8,Never-married,Sales,Own-child,Black,Male,21,Philippines,<=50K,0
66,Never-worked,Assoc-voc,15,Separated,Adm-clerical,Wife,Black,Male,78,South,<=50K,0
27,Self-emp-inc,Masters,11,Divorced,Protective-serv,Own-child,Amer-Indian-Eskimo,Female,93,Iran,<=50K,0
45,Without-pay,9th,7,Divorced,Prof-specialty,Unmarried,White,Male,86,Italy,<=50K,0
38,?,10th,9,Married-spouse-absent,Farming-fishing,Wife,Other,Female,52,Germany,<=50K,0
67,Never-worked,Assoc-acdm,7,Married-AF-spouse,Sales,Own-child,Other,Female,33,Canada,<=50K,0
24,?,Masters,13,Divorced,Sales,Husband,Other,Male,77,Mexico,<=50K,0
20,Self-emp-inc,5th-6th,6,Divorced,Farming-fishing,Own-child,White,Female,95,Germany,<=50K,0
62,Self-emp-inc,1st-4th,1,Married-civ-spouse,Exec-managerial,Husband,Other,Male,12,China,<=50K,0
64,Never-worked,5th-6th,9,Widowed,Protective-serv,Unmarried,Other,Female,96,Greece,<=50K,0
37,Without-pay,Doctorate,10,Married-AF-spouse,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,46,Canada,<=50K,0
36,State-gov,Assoc-voc,5,Married-spouse-absent,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,70,China,<=50K,0
52,Federal-gov,Bachelors,13,Separated,Priv-house-serv,Wife,Other,Female,75,Germany,<=50K,0
21,Self-emp-inc,12th,2,Never-married,Handlers-cleaners,Other-relative,Black,Male,87,Poland,<=50K,0
22,Without-pay,Prof-school,15,Separated,Protective-serv,Unmarried,White,Male,71,Greece,<=50K,0
18,Self-emp-inc,HS-grad,14,Married-spouse-absent,Farming-fishing,Husband,Black,Female,57,Japan,<=50K,0
21,Private,12th,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,20,India,<=50K,0
29,Federal-gov,11th,11,Never-married,Exec-managerial,Husband,White,Female,68,Canada,<=50K,0
77,Self-emp-inc,Some-college,8,Separated,Priv-house-serv,Own-child,White,Female,85,Poland,<=50K,0
44,Without-pay,Doctorate,13,Married-AF-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,44,Greece,<=50K,0
73,Self-emp-inc,Doctorate,4,Married-AF-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,30,Vietnam,<=50K,0
59,?,7th-8th,14,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,25,Cuba,<=50K,0
40,Never-worked,9th,3,Never-married,Machine-op-inspct,Unmarried,Other,Female,31,Japan,<=50K,0
42,Never-worked,12th,13,Never-married,Farming-fishing,Husband,Other,Female,2,Mexico,<=50K,0
38,Self-emp-inc,5th-6th,1,Divorced,Machine-op-inspct,Other-relative,Other,Female,84,Philippines,<=50K,0
78,Without-pay,Some-college,5,Married-spouse-absent,Other-service,Husband,Amer-Indian-Eskimo,Male,54,Philippines,<=50K,0
75,?,Assoc-acdm,3,Married-AF-spouse,Exec-managerial,Husband,White,Male,14,Vietnam,<=50K,0
69,State-gov,Preschool,15,Married-AF-spouse,Armed-Forces,Wife,Other,Female,23,England,<=50K,0
41,State-gov,11th,4,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,69,India,<=50K,0
42,?,11th,15,Married-civ-spouse,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,52,Germany,<=50K,0
62,Self-emp-not-inc,Prof-school,9,Married-AF-spouse,Protective-serv,Unmarried,White,Female,83,Canada,<=50K,0
72,Without-pay,Assoc-voc,11,Separated,Adm-clerical,Wife,Other,Male,50,Mexico,<=50K,0
63,State-gov,Assoc-voc,14,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,71,China,<=50K,0
49,Self-emp-not-inc,Masters,7,Widowed,Sales,Husband,Amer-Indian-Eskimo,Male,85,United-States,<=50K,0
72,Without-pay,12th,11,Widowed,Sales,Husband,Other,Female,33,South,<=50K,0
49,?,Bachelors,5,Separated,Other-service,Not-in-family,Other,Male,84,Poland,<=50K,0
22,Self-emp-not-inc,Masters,8,Never-married,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,9,India,<=50K,0
53,Self-emp-not-inc,Assoc-voc,6,Married-AF-spouse,Machine-op-inspct,Unmarried,Black,Female,95,England,<=50K,0
63,Self-emp-inc,Assoc-voc,10,Separated,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,8,Canada,<=50K,0
59,Local-gov,Assoc-acdm,2,Separated,Farming-fishing,Own-child,Amer-Indian-Eskimo,Female,75,Cuba,<=50K,0
66,Local-gov,Assoc-acdm,7,Never-married,Prof-specialty,Unmarried,White,Female,7,South,<=50K,0
59,Without-pay,10th,1,Widowed,Farming-fishing,Own-child,Black,Male,21,England,<=50K,0
75,Self-emp-inc,Preschool,3,Married-civ-spouse,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,92,Mexico,<=50K,0
56,Never-worked,10th,12,Separated,Adm-clerical,Husband,Asian-Pac-Islander,Male,53,Germany,<=50K,0
33,Federal-gov,Some-college,1,Married-AF-spouse,Transport-moving,Wife,Other,Male,15,Mexico,<=50K,0
50,Federal-gov,11th,14,Married-civ-spouse,Other-service,Not-in-family,Asian-Pac-Islander,Female,72,Japan,<=50K,0
66,Self-emp-not-inc,11th,15,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,52,Greece,<=50K,0
38,Private,10th,1,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Male,76,Iran,<=50K,0
78,State-gov,11th,15,Widowed,Other-service,Unmarried,Other,Female,69,Cambodia,<=50K,0
26,State-gov,Some-college,5,Married-AF-spouse,Tech-support,Wife,Other,Male,72,Greece,<=50K,0
23,Self-emp-inc,7th-8th,6,Married-AF-spouse,Armed-Forces,Unmarried,Asian-Pac-Islander,Male,37,Iran,<=50K,0
68,Local-gov,Preschool,12,Never-married,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,78,Philippines,<=50K,0
62,Private,Assoc-acdm,3,Never-married,Prof-specialty,Unmarried,Other,Male,4,Iran,<=50K,0
52,Self-emp-inc,Some-college,14,Divorced,Adm-clerical,Husband,Other,Male,91,Vietnam,<=50K,0
56,Self-emp-not-inc,11th,3,Married-AF-spouse,Exec-managerial,Unmarried,White,Male,79,Mexico,<=50K,0
39,Private,12th,3,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,84,Jamaica,<=50K,0
58,State-gov,Assoc-acdm,1,Married-civ-spouse,Priv-house-serv,Unmarried,Black,Male,61,Mexico,<=50K,0
71,Without-pay,HS-grad,5,Divorced,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,22,Cambodia,<=50K,0
22,Self-emp-not-inc,Assoc-voc,1,Married-AF-spouse,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,49,United-States,<=50K,0
59,Self-emp-inc,Assoc-acdm,10,Never-married,Farming-fishing,Husband,Other,Female,36,South,<=50K,0
40,Never-worked,5th-6th,10,Widowed,Craft-repair,Not-in-family,Other,Female,94,Philippines,<=50K,0
34,?,Assoc-acdm,3,Never-married,Farming-fishing,Husband,White,Female,97,Poland,<=50K,0
29,Self-emp-not-inc,1st-4th,13,Married-AF-spouse,Sales,Other-relative,Other,Female,63,Jamaica,<=50K,0
40,Self-emp-not-inc,11th,6,Divorced,Priv-house-serv,Wife,Other,Female,92,India,<=50K,0
33,Never-worked,Masters,11,Never-married,Prof-specialty,Other-relative,Black,Female,38,Poland,<=50K,0
20,Without-pay,9th,6,Never-married,Armed-Forces,Unmarried,Asian-Pac-Islander,Male,40,Puerto-Rico,<=50K,0
47,Never-worked,7th-8th,3,Married-spouse-absent,Handlers-cleaners,Other-relative,Other,Female,64,Cuba,<=50K,0
74,Federal-gov,Assoc-acdm,9,Separated,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,68,Japan,<=50K,0
39,Federal-gov,Some-college,8,Married-AF-spouse,Protective-serv,Own-child,Black,Male,56,Cambodia,<=50K,0
26,Self-emp-not-inc,Bachelors,11,Married-spouse-absent,Protective-serv,Other-relative,Black,Female,14,Vietnam,<=50K,0
46,State-gov,11th,3,Widowed,Handlers-cleaners,Not-in-family,White,Male,2,Philippines,<=50K,0
64,Federal-gov,11th,5,Separated,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,63,Poland,<=50K,0
54,Without-pay,Preschool,5,Married-AF-spouse,Sales,Own-child,Black,Female,19,Poland,<=50K,0
40,Self-emp-not-inc,9th,15,Married-spouse-absent,Farming-fishing,Husband,Asian-Pac-Islander,Male,78,Japan,<=50K,0
30,Without-pay,Preschool,14,Married-spouse-absent,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,71,Germany,<=50K,0
49,State-gov,Prof-school,5,Married-AF-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,9,South,<=50K,0
63,State-gov,Bachelors,3,Married-civ-spouse,Protective-serv,Own-child,White,Female,33,India,<=50K,0
69,Federal-gov,Masters,5,Divorced,Sales,Husband,White,Female,88,Cambodia,<=50K,0
64,Self-emp-inc,HS-grad,5,Married-AF-spouse,Priv-house-serv,Not-in-family,Other,Female,61,Italy,<=50K,0
65,Never-worked,Assoc-voc,4,Married-spouse-absent,Farming-fishing,Own-child,Asian-Pac-Islander,Male,85,Canada,<=50K,0
40,Local-gov,Prof-school,4,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,44,England,<=50K,0
62,Self-emp-not-inc,12th,2,Married-spouse-absent,Transport-moving,Wife,White,Female,65,Greece,<=50K,0
34,Self-emp-inc,5th-6th,9,Divorced,Armed-Forces,Wife,Asian-Pac-Islander,Female,85,Canada,<=50K,0
72,Self-emp-not-inc,10th,15,Widowed,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,57,Germany,<=50K,0
57,Never-worked,Preschool,7,Married-civ-spouse,Craft-repair,Own-child,Other,Male,24,Puerto-Rico,<=50K,0
38,Never-worked,Assoc-acdm,1,Married-AF-spouse,Armed-Forces,Own-child,Other,Male,44,Puerto-Rico,<=50K,0
19,Private,Doctorate,5,Separated,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,68,Poland,<=50K,0
54,Without-pay,12th,2,Widowed,Priv-house-serv,Own-child,Black,Male,6,Italy,<=50K,0
23,Federal-gov,HS-grad,10,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,67,India,<=50K,0
61,Private,Some-college,6,Never-married,Transport-moving,Unmarried,Black,Female,34,Vietnam,<=50K,0
35,State-gov,7th-8th,7,Married-AF-spouse,Machine-op-inspct,Own-child,Black,Male,25,China,<=50K,0
47,Local-gov,5th-6th,12,Married-AF-spouse,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,27,England,<=50K,0
39,Federal-gov,Some-college,2,Married-AF-spouse,Priv-house-serv,Own-child,White,Male,18,Italy,<=50K,0
71,State-gov,Some-college,11,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,5,Vietnam,<=50K,0
50,Without-pay,10th,6,Never-married,Sales,Not-in-family,White,Female,88,Poland,<=50K,0
47,Without-pay,1st-4th,15,Widowed,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,96,Germany,<=50K,0
34,Without-pay,Some-college,13,Widowed,Armed-Forces,Unmarried,White,Male,85,Canada,<=50K,0
79,Private,Bachelors,3,Married-civ-spouse,Other-service,Not-in-family,Black,Male,44,Iran,<=50K,0
60,?,10th,9,Separated,Sales,Not-in-family,Black,Female,98,Poland,<=50K,0
49,Self-emp-inc,1st-4th,15,Married-civ-spouse,Farming-fishing,Not-in-family,Black,Female,93,Cambodia,<=50K,0
59,Never-worked,1st-4th,4,Married-AF-spouse,Farming-fishing,Unmarried,White,Female,5,Jamaica,<=50K,0
68,Local-gov,11th,3,Married-spouse-absent,Armed-Forces,Unmarried,Black,Male,61,South,<=50K,0
31,Never-worked,Assoc-acdm,13,Never-married,Farming-fishing,Wife,Other,Male,92,Japan,<=50K,0
75,?,Assoc-voc,11,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,6,Japan,<=50K,0
27,Federal-gov,Bachelors,3,Widowed,Machine-op-inspct,Husband,Black,Female,75,Jamaica,<=50K,0
64,State-gov,Doctorate,2,Widowed,Priv-house-serv,Other-relative,White,Female,39,Cuba,<=50K,0
77,State-gov,Prof-school,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,8,Canada,<=50K,0
68,Local-gov,Prof-school,9,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,75,Puerto-Rico,<=50K,0
53,Private,Bachelors,8,Married-spouse-absent,Craft-repair,Husband,Asian-Pac-Islander,Male,84,Iran,<=50K,0
51,Local-gov,HS-grad,5,Married-civ-spouse,Sales,Other-relative,White,Male,43,Puerto-Rico,<=50K,0
26,Local-gov,Preschool,14,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Male,86,United-States,<=50K,0
59,State-gov,12th,14,Separated,Other-service,Unmarried,Black,Female,41,China,<=50K,0
45,Without-pay,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Own-child,Other,Male,76,Greece,<=50K,0
28,Local-gov,10th,9,Married-AF-spouse,Handlers-cleaners,Unmarried,Black,Female,69,Poland,<=50K,0
31,Local-gov,Doctorate,13,Married-spouse-absent,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,98,China,<=50K,0
56,Never-worked,5th-6th,2,Separated,Transport-moving,Wife,Amer-Indian-Eskimo,Male,98,South,<=50K,0
72,Without-pay,Bachelors,6,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,30,Poland,<=50K,0
64,State-gov,1st-4th,7,Separated,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,59,England,<=50K,0
71,Private,5th-6th,6,Divorced,Priv-house-serv,Unmarried,Black,Male,23,Vietnam,<=50K,0
36,Self-emp-inc,Assoc-voc,15,Married-spouse-absent,Priv-house-serv,Unmarried,White,Male,57,England,<=50K,0
71,State-gov,Assoc-voc,3,Divorced,Farming-fishing,Husband,Other,Male,25,Germany,<=50K,0
32,State-gov,11th,10,Widowed,Adm-clerical,Husband,Other,Male,48,Germany,<=50K,0
79,Local-gov,Assoc-voc,14,Divorced,Exec-managerial,Other-relative,Black,Female,70,India,<=50K,0
45,Never-worked,11th,10,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,42,United-States,<=50K,0
41,?,Some-college,10,Widowed,Protective-serv,Not-in-family,Black,Male,29,Japan,<=50K,0
25,Self-emp-not-inc,12th,9,Married-AF-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Male,85,Mexico,<=50K,0
60,Never-worked,5th-6th,14,Divorced,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,71,Italy,<=50K,0
78,?,HS-grad,15,Married-civ-spouse,Exec-managerial,Own-child,Other,Male,45,Vietnam,<=50K,0
26,Local-gov,Doctorate,12,Married-civ-spouse,Tech-support,Wife,Black,Female,41,South,<=50K,0
64,Local-gov,12th,8,Separated,Prof-specialty,Unmarried,White,Female,73,Cuba,<=50K,0
50,Private,11th,15,Married-civ-spouse,Other-service,Other-relative,White,Female,63,Canada,<=50K,0
79,?,1st-4th,8,Married-civ-spouse,Transport-moving,Not-in-family,Other,Female,47,England,<=50K,0
50,Federal-gov,Assoc-voc,8,Widowed,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,1,Iran,<=50K,0
36,Self-emp-not-inc,1st-4th,9,Widowed,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,95,Vietnam,<=50K,0
20,Private,1st-4th,1,Separated,Prof-specialty,Own-child,White,Male,20,England,<=50K,0
27,Never-worked,Bachelors,8,Never-married,Tech-support,Not-in-family,White,Female,92,England,<=50K,0
57,Never-worked,Assoc-acdm,2,Married-spouse-absent,Armed-Forces,Not-in-family,Black,Female,19,Mexico,<=50K,0
64,?,5th-6th,4,Married-civ-spouse,Priv-house-serv,Unmarried,Other,Female,65,Cuba,<=50K,0
59,Never-worked,Doctorate,1,Separated,Adm-clerical,Unmarried,White,Male,93,Jamaica,<=50K,0
18,Federal-gov,Some-college,12,Divorced,Exec-managerial,Own-child,Black,Male,74,Poland,<=50K,0
46,Local-gov,9th,6,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,36,Poland,<=50K,0
67,?,Doctorate,10,Widowed,Transport-moving,Own-child,White,Female,23,Poland,<=50K,0
51,Never-worked,Prof-school,1,Married-AF-spouse,Farming-fishing,Own-child,Other,Female,82,India,<=50K,0
68,Local-gov,11th,12,Married-civ-spouse,Adm-clerical,Other-relative,Black,Male,29,Philippines,<=50K,0
30,Without-pay,12th,5,Married-spouse-absent,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,92,China,<=50K,0
71,State-gov,Assoc-voc,15,Separated,Protective-serv,Husband,Black,Female,44,Mexico,<=50K,0
18,Local-gov,Doctorate,9,Widowed,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,7,Puerto-Rico,<=50K,0
51,State-gov,Masters,1,Married-AF-spouse,Sales,Husband,Other,Male,31,Vietnam,<=50K,0
46,?,5th-6th,9,Married-AF-spouse,Sales,Not-in-family,Other,Female,38,Japan,<=50K,0
65,Self-emp-inc,5th-6th,4,Separated,Handlers-cleaners,Own-child,White,Female,66,Canada,<=50K,0
64,Local-gov,Some-college,3,Widowed,Machine-op-inspct,Other-relative,Black,Female,79,England,<=50K,0
30,State-gov,Prof-school,8,Widowed,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,22,England,<=50K,0
65,?,Masters,6,Separated,Transport-moving,Own-child,White,Male,75,Poland,<=50K,0
66,Local-gov,Preschool,7,Separated,Armed-Forces,Husband,Other,Female,54,Germany,<=50K,0
70,?,9th,9,Separated,Armed-Forces,Unmarried,Black,Female,54,South,<=50K,0
78,Self-emp-inc,Preschool,5,Married-spouse-absent,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,83,Greece,<=50K,0
46,Self-emp-inc,10th,13,Separated,Sales,Other-relative,Other,Male,6,Germany,<=50K,0
56,Self-emp-not-inc,Masters,2,Widowed,Sales,Wife,Asian-Pac-Islander,Female,73,Cambodia,<=50K,0
41,Private,Bachelors,3,Married-spouse-absent,Machine-op-inspct,Not-in-family,Black,Female,62,England,<=50K,0
43,?,5th-6th,3,Married-spouse-absent,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,29,China,<=50K,0
34,Private,Bachelors,4,Married-spouse-absent,Armed-Forces,Husband,White,Male,43,Italy,<=50K,0
24,Self-emp-not-inc,11th,10,Divorced,Adm-clerical,Own-child,White,Male,67,Philippines,<=50K,0
30,Federal-gov,Preschool,7,Never-married,Handlers-cleaners,Wife,Black,Male,62,Iran,<=50K,0
22,Local-gov,11th,12,Married-AF-spouse,Priv-house-serv,Husband,Other,Male,13,Poland,<=50K,0
43,Never-worked,10th,10,Married-civ-spouse,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,64,China,<=50K,0
66,Private,Assoc-voc,6,Divorced,Protective-serv,Wife,Amer-Indian-Eskimo,Female,47,Germany,<=50K,0
20,Private,Assoc-acdm,3,Widowed,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Female,60,Cambodia,<=50K,0
24,?,Assoc-voc,15,Never-married,Other-service,Unmarried,Other,Male,15,United-States,<=50K,0
75,Local-gov,HS-grad,14,Married-AF-spouse,Priv-house-serv,Other-relative,White,Male,5,Puerto-Rico,<=50K,0
66,?,Masters,7,Divorced,Farming-fishing,Wife,White,Male,69,Greece,<=50K,0
56,Self-emp-inc,Some-college,4,Married-AF-spouse,Tech-support,Husband,White,Male,2,China,<=50K,0
70,Private,Some-college,10,Married-spouse-absent,Exec-managerial,Wife,Black,Male,38,Germany,<=50K,0
18,Local-gov,12th,11,Married-spouse-absent,Prof-specialty,Wife,White,Female,94,Mexico,<=50K,0
66,Without-pay,Bachelors,11,Separated,Transport-moving,Wife,White,Male,54,South,<=50K,0
79,Federal-gov,Doctorate,8,Widowed,Adm-clerical,Other-relative,White,Female,92,England,<=50K,0
34,Self-emp-not-inc,10th,15,Married-spouse-absent,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,39,South,<=50K,0
60,Federal-gov,Doctorate,7,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Male,96,Cuba,<=50K,0
42,Self-emp-not-inc,7th-8th,7,Married-AF-spouse,Transport-moving,Own-child,White,Female,20,United-States,<=50K,0
76,Private,Doctorate,9,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,20,South,<=50K,0
78,Federal-gov,Doctorate,8,Widowed,Sales,Not-in-family,White,Female,29,South,<=50K,0
20,Federal-gov,Assoc-voc,12,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Female,35,Puerto-Rico,<=50K,0
32,Never-worked,12th,1,Married-spouse-absent,Sales,Not-in-family,Amer-Indian-Eskimo,Male,32,Greece,<=50K,0
46,?,11th,7,Married-AF-spouse,Armed-Forces,Own-child,Asian-Pac-Islander,Male,17,Greece,<=50K,0
70,Never-worked,Some-college,15,Never-married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,51,Cuba,<=50K,0
60,Federal-gov,Doctorate,3,Married-AF-spouse,Adm-clerical,Own-child,Black,Male,8,China,<=50K,0
49,Never-worked,11th,12,Divorced,Priv-house-serv,Husband,Other,Male,21,Germany,<=50K,0
